Timestamp,Kelompok_Usia,Jenis_Pekerjaan,Pernah_Pakai_QRIS,Alasan_Menggunakan,Metode_pembayaran,Tingkat_Efisiensi_QRIS,Kendala_Qris,Metode_Bayar_PBB,Saran_Meningkatkan_Adopsi_QRIS
2025/03/10 8:34:27 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,melalui edukasi kepada masyarakat mengenai pembayaran digital serta cara penggunaannya.
2025/03/10 8:34:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Edukasi akan pentingnya digitalisasi dan keamanan data
2025/03/10 8:34:54 am GMT+7,Generasi X,PNS,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",sosialisasi
2025/03/10 8:35:03 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Dengan melakukan sosialisai ke masyarakat yang belum menggunakan qris sebagai pembayaran digital
2025/03/10 8:36:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,sosialisasi terhadap masyarakat
2025/03/10 8:39:20 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,"Memberikan informasi atau edukasi mengenai penggunaan qris kepada masyarakat, dan memberitahukan apa kelebihan dari penggunaan pembayaran digital"
2025/03/10 8:39:50 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Menyediakan QRIS tanpa minimal pembayaran, semua tempat yang menyediakan pembayaran QRIS harus memiliki sinyal yang bagus"
2025/03/10 8:40:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,lebih memperbanyak tempat yang menerima QRis
2025/03/10 8:44:54 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan mengedukasi masyarakat dengan adanya kemajuan teknologi sehingga transaksi tidak hanya dilakukan dengan tunai tapi juga bisa menggunakan QRIS
2025/03/10 8:47:58 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,menurut saya dengan cara tidak menerima pembayaran secara tunai
2025/03/10 8:50:19 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Memberitahu masyarakat bahwa dengan menggunakan QRIS masyarakat berbelanja tanpa harus membawa uang tunai
2025/03/10 8:52:10 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Memberitahukan pentingnya menerapkan pembayaran QRIS kepada banyak orang terutama pada UMKM dapat memudahkan konsumen bertransaksi dengan cepat tampa menarik uang ke atm. Dan juga tidak repot dalam membawa uang kemana mana cukup ketersediaan internet dan scan barcode QRIS dalam membayar.
2025/03/10 8:54:26 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Memasifkan penggunaan QRIS kepada merchant dan UMKM yang ada di Indonesia serta berikan kejelasan terkait QRIS dan admin-nya kepada merchant sehingga tidak merugikan konsumen yang harus menanggung biaya admin.
2025/03/10 8:58:23 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",Edukasi dan informasi
2025/03/10 8:58:35 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"Perbanyak himbauan dari pemerintah,
Dan jaminan  keamanan data dan lainnya"
2025/03/10 9:04:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan mengedukasi tentang kemudahan dalam menggunakan qris
2025/03/10 9:06:36 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Caranya dengan mengedukasi masyarakat penggunaan qris
2025/03/10 9:08:02 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",edukasi
2025/03/10 9:08:10 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,3,jaringan-kurang-stabil,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Dengan memberikan edukasi dan contoh atau simulasi mempraktikkan pembayaran qris ini sehingga banyak orang akan tau bahwa pembayaran qris ini sangat mudah dan aman juga
2025/03/10 9:10:27 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Lebih banyak lagi sosialisasi terutama pada generasi tua
2025/03/10 9:11:10 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,memberitahu
2025/03/10 9:15:04 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,mengedukasi masyarakat bahwa dengan adanya pembayaran digital dapat mempersingkat waktu dan praktis
2025/03/10 9:15:39 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",perbanyak edukasi dan perbaiki jaringan internet
2025/03/10 9:17:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",tempat tempat yang ramai harus sedia qris dan meminimalkan uang tunai
2025/03/10 9:20:02 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Sosialisasi
2025/03/10 9:23:15 am GMT+7,Generasi Z,Mahasiswa,Tidak,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan mengenalkan metode pembayaran digital melalui webinar
2025/03/10 9:23:24 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,jaringan-kurang-stabil,Melalui-QRIS-atau-virtual-account,meningkatkan edukasi ke semua generasi dan para umkm mengenai mudahnya qris
2025/03/10 9:24:59 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Untuk meningkatkan penggunaan QRIS atau pembayaran digital, diperlukan edukasi yang masif tentang kemudahan dan keamanannya, serta insentif seperti cashback dan diskon bagi pengguna baru. Kerja sama dengan merchant untuk mempermudah adopsi dan menawarkan biaya transaksi yang ringan juga penting. Selain itu, perkuat keamanan sistem agar pengguna merasa aman, dan libatkan influencer untuk meningkatkan kesadaran publik."
2025/03/10 9:26:40 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan sosialisasi kepada para umkm
2025/03/10 9:26:49 am GMT+7,Generasi X,IRT,Tidak,Tidak-ada-e-wallet,Tunai,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Edukasi masyarakat tentang penggunaan Qris, seperti pedagang di pasar agar mereka memiliki Qris mereka sendiri"
2025/03/10 9:31:42 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Mengadakan campaign terkait QRIS
2025/03/10 9:31:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan mengadakan pelatihan atau workshop bagi masyarakat terutama pada UMKM untuk cara menggunakan QRIS atau pembayaran digital
2025/03/10 9:32:37 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Dengan cara menyebarkan informasi disosial media mengenai pengunaan QRIS dapat mempermudah kita dalam melakukan transaksi
2025/03/10 9:32:51 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Edukasinya harus lebih dikencangkan
2025/03/10 9:33:31 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,perlunya edukasi kepada masyarakat tentang penggunaan qris
2025/03/10 9:33:47 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Mengedukasi warung atau umkm untung menerima pembayaran qris
2025/03/10 9:33:50 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",membuat edukasi untuk setiap kalangan
2025/03/10 9:34:04 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Bikin peraturan wajib cashless
2025/03/10 9:34:32 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,edukasi
2025/03/10 9:34:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Digitalisasi
2025/03/10 9:34:52 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Sosialisasi pedagang agar mulai menggunakan qris sebagai alat pembayaran
2025/03/10 9:34:55 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Dengan memberikan edukasi bahwa menggunakan qris lebih cepat dan praktis
2025/03/10 9:35:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,lebih banyak edukasi kepada khususnya pedagang kecil dan masyarakat tentang pembayaran digital
2025/03/10 9:35:07 am GMT+7,Generasi Z,Siswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Untuk meningkatkan penggunaan QRIS, perlu dilakukan promosi dan edukasi tentang keunggulannya, seperti keamanan dan kemudahan. Berikan insentif seperti diskon atau cashback, perluas jangkauan di lebih banyak toko, jalin kerja sama dengan bank dan e-wallet, serta tingkatkan keamanan untuk membangun kepercayaan pengguna."
2025/03/10 9:35:54 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",.
2025/03/10 9:36:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Memberikan edukasi kepada mereka yang belum menggunakan qris/pembayaran digital bahwasanya perkembangan teknologi yang sekarang agar mereka mempunyai pandangan untuk mengganti metode pembayarannya
2025/03/10 9:36:40 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",perlu lebih sering mengadakan sosialisasi penggunaan QRIS bekerja sama dengan perbankan
2025/03/10 9:36:52 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,kurangi produksi uang
2025/03/10 9:37:11 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",.
2025/03/10 9:37:22 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Harus menyediakan barkot QRIS disetiap penjual/setiap transaksi apapun
2025/03/10 9:37:22 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Edukasi & pendekatan yang baik, harus bisa menunjukkan efisiensi pembayaran digital dengan baik juga agar semua orang mau menggunakan pembayaran digital"
2025/03/10 9:38:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Edukasi digitalisasi dan realisasinya di masyarakat
2025/03/10 9:39:07 am GMT+7,Generasi Z,Mahasiswa,Ya,Other,Tunai,3,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,~
2025/03/10 9:39:20 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-QRIS-atau-virtual-account,-
2025/03/10 9:42:18 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Penyediaan qris disetiap toko, buka tabungan,jaringan hrs stabil."
2025/03/10 9:42:22 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",diperbanyak tempat yang menyediakan pembayaran qris
2025/03/10 9:42:41 am GMT+7,Generasi Z,Mahasiswa,Tidak,Tidak-ada-e-wallet,Tunai,3,Kurang-edukasi,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",Memberikan banyak edukasi atau informasi kepada masyarakat
2025/03/10 9:43:38 am GMT+7,Generasi X,PNS,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",BI meningkatkan fitur keamanan logo QRIS
2025/03/10 9:43:49 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,Transfer-bank,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Harum mempunyai m_bangking
2025/03/10 9:43:50 am GMT+7,Generasi Y,Other,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Perbanyak edukasi
2025/03/10 9:44:02 am GMT+7,Generasi Y,Other,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,"Edukasi digital, literasi keuangan, peningkatan kecepatan internet di Indonesia"
2025/03/10 9:44:14 am GMT+7,Generasi X,Other,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",literasi ditingkatkan dan kelancaran jaringan internet di ratakan
2025/03/10 9:45:46 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,meningkatkan infrasturktur TI dan meningkatkan pemahaman baik merchant maupun konsumen
2025/03/10 9:46:25 am GMT+7,Generasi Y,Other,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Penyediaan ekosistemnya sehingga masyarakat terdorong untuk menggunakan
2025/03/10 9:48:04 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Buat semua merchant menggunakan QRIS
2025/03/10 9:51:12 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","jaringan internet stabil, lebih banyak merchant yang menerima, tidak ada fee penggunaan QRIS"
2025/03/10 9:51:41 am GMT+7,Generasi X,PNS,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Tidak mengenakan pajak dalam penggunaan QRIS
2025/03/10 9:52:02 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Pelatihan bagi UMKM agar mereka memahami cara menggunakan QRIS dan mengajak pelanggan untuk menggunakannya dan memastikan QRIS diterima di berbagai tempat.
2025/03/10 9:52:55 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"dengan mendownload apk transaksi online mbanking, Dana, gopay, dll"
2025/03/10 9:53:39 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Semua penjual harus punya merchant qris
2025/03/10 9:55:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Biar makin banyak yang pakai QRIS, perlu digencarin edukasi soal keuntungannya, kasih promo yang menarik, perbanyak tempat yang nerima, bikin aksesnya gampang di berbagai aplikasi, dan pastiin keamanannya terjamin

"
2025/03/10 10:00:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"Menurut saya, karena kendala yang saya rasakan adalah sinyal maka solusi yang bisa ditawarkan adalah meratakan infrastruktur jaringan di seluruh daerah agar semua merchant dapat menggunakan QRIS sebagai salah satu pembayaran"
2025/03/10 10:00:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Peningkatan percepatan edukasi penggunaan QRIS, sehingga terjadi keseimbangan antara peningkatan pengguna dari sisi konsumen dan sisi merchant"
2025/03/10 10:02:13 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Dengan menerapkan pembayaran digital pada tiap toko
2025/03/10 10:03:59 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Mengedukasi warga yang masih ketertinggalan pengetahuan tentang penggunaan gadget dan aplikasi di gadgetnya
2025/03/10 10:06:45 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,diberikan edukasi tentang memakai pembayaran secara digital
2025/03/10 10:09:36 am GMT+7,Generasi Y,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Infrastruktur internet lebih dikuatkan
2025/03/10 10:11:04 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Lebih sering di kasih informasi yg lebih lengkap dan meng edukasi
2025/03/10 10:11:34 am GMT+7,Generasi Y,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Edukasi dan informasi yang lebih intens dan luas
2025/03/10 10:12:04 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Perluas akses internet yang bagus dan perbanyak sosialisasi ke banyak umkm
2025/03/10 10:16:36 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Biaya admin untuk pemilik merchant dihilangkan atau di buat flat per transaksi misal Rp100 / transakasi biar ga memberatkan penjual dengan low profit margin
2025/03/10 10:21:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,perlu adanya sharing informasi atau sosialisasi gmn cara penggunaannya terlebih untuk masyarakat yang tidak melek teknologi
2025/03/10 10:23:54 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,diperbanyak nya ketersediaan tempat untuk pembayatan via digital
2025/03/10 10:25:30 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Lebih ditingkatkan LG edukasi ttg manfaat serta kemudahan yg didapatkan terhadap penggunaan aplikasi Qris
2025/03/10 10:26:29 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Sosialisasi perihal digital
2025/03/10 10:29:55 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","sosialisasi ke masyarakat umum, menjelaskan caranya, benefitnya, dll"
2025/03/10 10:40:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,Diadakan edukasi mungkin
2025/03/10 10:40:49 am GMT+7,Generasi Z,Mahasiswa,Tidak,Tidak-ada-e-wallet,Tunai,2,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,tidak tau
2025/03/10 10:51:21 am GMT+7,Generasi Z,Informal,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Sebar barkot aja ntar juga berjalanya waktu qris semua
2025/03/10 10:52:24 am GMT+7,Generasi Z,Mahasiswa,Tidak,Other,Tunai,4,jaringan-kurang-stabil,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,memberitahu
2025/03/10 10:53:34 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",tersedianya banyak merchant yang bisa menggunakan qris
2025/03/10 11:00:25 am GMT+7,Generasi Y,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,3,Khawatir-keamanan,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Menurut saya , lebih ditingkatkan keamanan dalam menggunakan metode transaksi"
2025/03/10 11:01:45 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,4,Khawatir-keamanan,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Untuk sekarang ini sudah cukup baik.
2025/03/10 11:02:32 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,meningkatkan jumlah merchant dan sosialisasi mengenai penggunaan qris
2025/03/10 11:04:02 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,Kartu-debit/kredit,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Perbanyak merchant
2025/03/10 11:05:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Kampanye edukasi
2025/03/10 11:06:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Perbanyak sosialisasi terhadap manfaat penggunaan QRIS
2025/03/10 11:07:12 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,edukasi QRISH
2025/03/10 11:10:39 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,orang2 harus lebih melihat perkembangan zaman
2025/03/10 11:13:56 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Pengadaan sosialisasi aktif yang dapat diakses dengan mudah terkait manfaat penggunaan QRIS
